'5','0.0','1','2','0','2.5','0','0','735328','0.32'
'1','0.0','1','2','0','2.5','0','0','735328','0.32'
'6','0.0','1','2','7.0','2.5','7.0','0','735328','1.39'
'3','0.0','1','7','0','2.5','0','0','732194','0.00'
'4','1.0379900590245417','0','4','2.0','1','2.0','0.3310714285714286','731397','0.27'
'2','1.6002203376462958','0','3','1.0','2','1.0','0','731397','0.36'
'1','3.871513800762038','1','1','0','1','0','0','731397','0.18'
'4','2.4319426579796524','1','3','0','3','0','0','731397','0.70'
'0','57.05662844969553','1','2','0','1','0','0','731397','0.98'
'3','0.0','1','2','1.0','1','3.0','4.927111373475008','731397','0.19'
'4','5.231521923846115','1','1','2.0','3','2.0','0','731397','0.32'
'3','0.0','1','1','1.0','1','2.0','0','731397','0.19'
'2','1.5889140955612235','1','4','1.0','2','1.0','1.5574788135593247','731397','0.22'
'3','1.7479138114034896','0','3','0','2','0','0','731397','0.24'
'2','57.05662844969553','1','3','1.0','1','1.0','0','731397','0.16'
'5','6.015806791548826','0','1','0','2','0','0.7561538461538462','731397','0.23'
'5','2.6723719380829625','1','1','2.0','1','4.0','14.790988924495402','731397','0.17'
'4','0.0','1','1','1.0','1','4.0','0','731397','0.18'
'2','8.73205855730708','0','3','0','2','0','0','731397','0.29'
'2','4.163592593000577','0','1','0','3','0','0','731397','0.77'
'5','2.3095637949293053','1','4','0','3','0','6.666241808257617','731397','0.49'
'5','1.748672741784442','1','1','4.0','3','6.0','0','731397','0.26'
'7','1.2460903527746956','0','1','0.0','3','0.0','4.927111373475008','731397','0.46'
'0','57.05662844969553','1','2','0','1','0','0','731397','1.06'
'3','0.0','1','1','0','2','0','0','731397','1.06'
'5','3.7709458271940437','0','2','0','3','0','0','731397','0.00'
'2','2.140723812923062','1','1','0','3','0','0','731397','0.32'
'6','0.0','1','1','5.0','1','3.0','11.639035087719268','731397','0.17'
'0','57.05662844969553','1','3','0','1','0','0','731397','1.72'
'7','2.4633830573644726','0','5','0.0','3','0.0','4.927111373475008','731397','0.30'
'4','1.0830265545109674','1','1','0.0','1','1.0','4.927111373475008','731397','0.17'
'5','3.380144159786085','1','1','1.0','1','2.0','4.927111373475008','731397','0.17'
'4','13.247496958689856','1','2','2.0','2','3.0','0','731397','0.23'
'4','0.0','1','1','2.0','1','3.0','4.927111373475008','731397','0.17'
'3','9.354533484563248','0','2','0','3','0','0','731397','21.99'
'3','2.703723230305347','0','1','0','1','0','0.3310714285714286','731397','0.20'
'2','1.3620142923764222','1','1','0','1','0','11.639035087719268','731397','0.50'
'4','0.5150226757369614','1','3','3.0','1','2.0','1.5574788135593247','731397','0.18'
'2','1.867952069277871','1','1','1.0','3','1.0','0','731397','1.29'
'4','1.398024518170952','0','1','3.0','1','3.0','0','731397','0.18'
'2','57.05662844969553','1','4','1.0','1','1.0','0','731397','0.28'
'3','2.683590188255474','0','2','0','2','0','0','731397','0.21'
'3','1.4153948814845079','1','1','1.0','1','3.0','0','731397','0.18'
'2','5.469979124198251','0','1','0','3','0','0','731397','1.74'
'2','108.26217229971822','2','1','0','2','0','0','731397','0.51'
'3','1.3763752985739925','1','1','0','3','0','0','731397','1.75'
'0','30.273644744328287','0','2','0','1','0','0','731397','1.07'
'4','2.027067097105282','0','1','0','3','0','0','731397','0.22'
'3','7.508640860076151','1','1','0','1','0','0','731397','1.14'
'3','3.2961136745676556','1','1','2.0','1','2.0','0','731397','0.19'
'5','0.0','1','1','2.0','3','2.0','0','731397','0.38'
'1','3.7270091509555634','0','2','0','2','0','0','731397','0.23'
'4','2.4282246864947363','1','2','2.0','3','5.0','0','731397','1.99'
'5','1.7028004946960695','0','1','2.0','2','2.0','0','731397','0.20'
'6','1.227873263560864','1','1','3.0','3','4.0','11.639035087719268','731397','0.26'
'2','1.9534175633368454','0','7','0','2','0','1.5574788135593247','731397','4.49'
'3','1.1875365790619847','0','2','0','2','0','0','731397','0.23'
'1','0.8702964099139119','1','1','1.0','1','1.0','0','731397','0.20'
'3','1.5212866336828024','1','2','0','1','0','0','731397','0.17'
'0','57.05662844969553','1','3','0','1','0','0','731397','1.54'
'4','1.1274560391949169','1','1','0.0','3','2.0','0','731397','2.49'
'0','28.329573787042733','0','2','0','4','0','0','735777','226.85'
'0','13.476450793229617','2','3','0','4','0','0','735777','77.73'
'0','24.16274959348396','0','2','0','4','0','0','735777','183.74'
'0','61.15200712755693','0','4','0','4','0','0','735777','129.99'
'0','0.0','2','2','0','4','0','0','735777','30.49'
'0','60.77015295228866','0','7','0','4','0','0','735777','76.18'
'0','26.422972392161164','0','2','0','4','0','0','735777','106.47'
'0','103.92911644348942','2','2','0','4','0','0','735777','36.49'
'0','103.92911644348942','2','2','0','4','0','0','735777','36.76'
'8','1.8989209810849141','3','5','7.0','3','7.0','4.927111373475008','733169','64.51'
'8','0.6498159327065804','3','2','8.0','3','8.0','18.1236252747536','733169','9.35'
'6','1.0830265545109674','1','22','5.0','3','5.0','4.927111373475008','733169','3.51'
'4','0.7821355478047274','1','13','2.0','3','3.0','4.927111373475008','733169','0.78'
'2','0.0','0','4','0','2.5','0','0','732769','1.45'
'4','0.0','0','3','0','2.5','0','0','732769','2.95'
'2','0.0','0','2','1.0','2.5','3.0','0','732769','1.95'
'9','0.0','0','6','4.0','2.5','6.0','0','732769','0.00'
'6','0.0','0','2','0','2.5','0','0','732769','1.00'
'6','0.0','0','2','6.0','2.5','6.0','0','729209','0.37'
'2','0.0','0','1','2.0','2.5','2.0','0','729209','8.97'
'7','0.0','0','2','5.0','2.5','5.0','0','729209','0.39'
'2','0.0','0','2','0','2.5','0','0','729209','0.40'
'4','0.0','0','3','0','2.5','0','0','729209','1.49'
'6','0.0','0','1','5.0','2.5','5.0','0','729209','1.00'
'4','0.0','0','1','4.0','2.5','3.0','0','729209','0.88'
'7','0.0','0','1','4.0','2.5','4.0','0','729209','5.98'
'5','0.0','0','2','3.0','2.5','3.0','0','729209','3.99'
'6','0.0','0','2','4.0','2.5','6.0','0','729209','0.00'
'6','0.0','0','2','3.0','2.5','3.0','0','729209','0.37'
'5','0.0','0','3','5.0','2.5','7.0','0','729209','1.13'
'1','0.0','0','1','0','2.5','0','0','729209','2.98'
'3','0.0','0','1','4.0','2.5','2.0','0','729209','1.25'
'3','0.0','0','1','3.0','2.5','2.0','0','729209','2.48'
'6','0.0','0','2','4.0','2.5','5.0','0','729209','0.35'
'7','0.0','0','2','4.0','2.5','5.0','0','729209','2.49'
'4','0.0','0','3','5.0','2.5','5.0','0','729209','1.49'
'6','0.0','0','2','5.0','2.5','4.0','0','729209','0.67'
'7','0.0','0','2','5.0','2.5','5.0','0','729209','0.67'
'4','0.0','0','2','3.0','2.5','4.0','0','729209','1.88'
'5','0.0','0','1','5.0','2.5','5.0','0','729209','1.97'
'5','0.0','0','1','4.0','2.5','5.0','0','729209','1.98'
'5','0.0','0','2','4.0','2.5','4.0','0','729209','0.43'
'2','0.0','0','3','2.0','2.5','2.0','0','729209','2.99'
'0','0.0','0','1','0','2.5','0','0','729209','1.00'
'5','0.0','0','1','0','2.5','0','0','729209','9.98'
'6','0.0','0','2','4.0','2.5','4.0','0','729209','0.79'
'5','0.0','0','3','4.0','2.5','4.0','0','729209','0.52'
'6','0.0','0','1','4.0','2.5','5.0','0','729209','17.72'
'2','0.0','0','2','1.0','2.5','1.0','0','729209','1.99'
'4','0.0','0','1','0','2.5','0','0','729209','17.00'
'6','0.0','0','2','0','2.5','0','0','729209','0.74'
'9','0.0','0','3','4.0','2.5','5.0','0','729209','1.48'
'5','0.0','0','1','4.0','2.5','3.0','0','729209','0.79'
'4','0.0','0','4','0','2.5','0','0','729209','8.98'
'4','0.0','0','2','1.0','2.5','1.0','0','729209','0.99'
'3','0.0','0','1','2.0','2.5','3.0','0','729209','7.00'
'2','0.0','0','1','2.0','2.5','1.0','0','729209','0.00'
'5','0.0','0','1','0','2.5','0','0','729209','2.47'
'2','0.0','0','1','2.0','2.5','2.0','0','729209','0.00'
'3','0.0','0','3','3.0','2.5','2.0','0','729209','0.00'
'4','0.0','0','1','3.0','2.5','4.0','0','729209','0.98'
'4','0.0','0','1','4.0','2.5','2.0','0','729209','1.49'
'7','0.0','0','2','6.0','2.5','6.0','0','729209','12.99'
'5','0.0','0','1','4.0','2.5','3.0','0','729209','7.98'
'6','0.0','0','2','6.0','2.5','6.0','0','729209','0.98'
'4','0.0','0','1','0','2.5','0','0','729209','0.00'
'0','0.0','0','2','0','2.5','0','0','729209','6.71'
'2','0.0','0','1','2.0','2.5','1.0','0','729209','2.48'
'3','0.0','0','2','0','2.5','0','0','729209','1.88'
'3','0.0','0','1','2.0','2.5','2.0','0','729209','0.99'
'4','0.0','0','1','3.0','2.5','3.0','0','729209','0.00'
'6','0.0','0','3','4.0','2.5','3.0','0','729209','7.99'
'3','0.0','0','1','0','2.5','0','0','729209','3.00'
'4','0.0','0','1','0','2.5','0','0','729209','0.00'
'4','0.0','0','2','2.0','2.5','2.0','0','729209','0.00'
'0','0.0','0','1','0','2.5','0','0','729209','4.00'
'0','0.0','0','2','0','2.5','0','0','729209','0.74'
'6','0.0','0','1','3.0','2.5','4.0','0','729209','0.00'
'4','0.0','0','1','0','2.5','0','0','729209','7.00'
'6','0.0','0','2','6.0','2.5','4.0','0','729209','1.97'
'5','0.0','0','2','0','2.5','0','0','729209','19.98'
'6','0.0','0','1','5.0','2.5','4.0','0','729209','9.98'
'4','0.0','0','2','4.0','2.5','4.0','0','729209','3.49'
'2','0.0','0','1','0','2.5','0','0','729209','0.00'
'2','3.9634920697990226','1','4','0','3','0','0','731313','0.50'
'4','1.9472925375675667','1','4','2.0','1','2.0','4.927111373475008','731313','0.14'
'3','0.0','1','6','1.0','1','1.0','0','731313','0.11'
'5','8.280555284797662','1','3','4.0','2','4.0','0','731313','0.11'
'5','1.3324910743863918','1','6','0','3','0','0','731313','1.74'
'3','4.200493672581486','1','14','2.0','3','2.0','0.9922727272727272','731313','2.99'
'3','0.8951312344796529','1','2','1.0','2','2.0','0','731313','0.18'
'1','2.3768411769254456','1','2','0','2','0','0','731313','0.30'
'4','0.0','1','4','4.0','1','2.0','0','731313','0.13'
'1','1.414756295279254','1','34','0','1','0','0','731313','0.21'
'2','0.0','1','4','2.0','1','1.0','0','731313','0.13'
'2','0.940305586550066','1','2','0','1','0','0','731313','0.13'
'1','1.9863176847353163','1','3','0','2','0','0','731313','0.20'
'8','2.9183611663137197','1','3','4.0','3','9.0','4.927111373475008','731313','0.69'
'4','1.6230858226682492','1','2','0','1','0','0','731313','0.13'
'5','1.1341332314159618','1','2','0','3','0','0','731313','0.76'
'5','0.0','1','11','5.0','1','4.0','0','731313','0.13'
'4','0.0','1','16','3.0','1','3.0','0','731313','0.13'
'4','1.6813706415250351','1','12','0','2','0','0','731313','0.18'
'3','0.11826666666666669','1','2','3.0','2','2.0','0','731313','0.18'
'4','1.0830265545109674','1','14','3.0','2','5.0','4.927111373475008','731313','0.25'
'2','0.21487292574011796','1','14','0','1','0','1.0722807017543858','731313','0.13'
'1','1.7330568214889188','1','20','0','1','0','0','731313','0.25'
'4','4.981800190051608','1','4','0','3','0','0','731313','0.74'
'6','1.0777428888561986','1','18','1','3','1','4.927111373475008','731313','0.22'
'2','0.0','1','3','1.0','2','1.0','4.927111373475008','731313','0.20'
'4','4.50774291719176','1','4','1.0','3','1.0','0','731313','0.36'
'2','0.0','1','17','2.0','1','2.0','0','731313','0.13'
'3','1.5212866336828024','1','4','1.0','3','1.0','0','731313','0.43'
'2','0.0','1','2','1.0','1','1.0','0','731313','0.13'
'2','0.0','1','6','1.0','1','3.0','4.927111373475008','731313','0.13'
'5','1.0426978804952935','1','2','3.0','1','3.0','4.927111373475008','731313','0.13'
'5','0.0','1','2','3.0','1','6.0','0','731313','0.11'
'3','6.664002630858098','0','12','0','3','0','0','731313','0.34'
'3','1.2798019868333808','1','2','0','2','0','0','731313','3.43'
'7','1.2202912532535435','1','4','7.0','3','7.0','0','731313','0.31'
'3','3.7198409104942627','1','19','0','1','0','0','731313','0.11'
'4','0.9296724158352329','1','3','2.0','2','2.0','0','731313','0.20'
'2','1.5386395755065556','1','5','0','2','0','0','731313','0.18'
'4','5.411104602928539','1','4','0','3','0','0','731313','9.49'
'5','0.0','1','11','0','2','0','0','731313','0.20'
'4','6.43155328549524','0','2','0','3','0','0','731313','0.42'
'2','1.0093333333333334','1','3','1','2','1.0','0','731313','1.72'
'2','15.289716822554213','1','16','0','1','0','0','731313','0.21'
'1','0.7614614910566203','1','6','0','1','0','0','731313','0.13'
'3','1.0830265545109674','1','6','2.0','1','1.0','4.927111373475008','731313','0.13'
'5','1.0830265545109674','1','3','2.0','1','3.0','4.927111373475008','731313','0.13'
'5','0.0','1','2','5.0','2','5.0','0','731313','0.33'
'3','2.8725962865113814','1','2','0','3','0','0','731313','0.27'
'3','19.46804277431685','1','4','1.0','2','2.0','0','731313','0.20'
'3','1.9621296541429052','1','4','0','2','0','0','731313','0.35'
'1','0.0','1','4','1.0','1','2.0','0','731313','0.11'
'1','0.33005464480874325','1','5','1.0','1','1.0','14.121973684210536','731313','0.12'
'3','8.016009422863812','0','3','0','3','0','0','731313','47.49'
'3','0.7181077287140939','1','6','1.0','2','1.0','0','731313','0.18'
'2','0.27083669540205624','1','21','0','1','0','0','731313','0.16'
'5','17.208286970989597','1','2','0','2','0','0','731313','0.25'
'3','1.2202912532535435','1','6','2.0','1','2.0','0','731313','0.11'
'1','0.9428982806176635','0','11','0','2','0','0','731313','0.11'
'7','158.22867359142475','1','2','0','3','0','0','731313','1.00'
'2','0.7186752452621523','1','3','0','2','0','0','731313','0.18'
'0','46.8724879937939','2','4','0','2','0','0','731313','0.26'
'4','0.0','1','5','1','3','1','0','731313','0.22'
'1','0.9883872034595274','0','11','0','2','0','0','731313','0.18'
'3','15.239289153647475','1','4','2.0','3','2.0','0','731313','8.09'
'4','0.0','1','6','0','2','0','0','731313','0.20'
'6','10.470998040195962','0','2','2.0','3','2.0','0','731313','0.43'
'1','0.2844772798087174','1','18','0','1','0','0','731313','0.15'
'3','1.0697069784616966','1','4','0','1','0','0','731313','0.12'
'5','1.5863150196639035','1','2','3.0','2','5.0','4.927111373475008','731313','0.18'
'3','1.1961160011408336','1','2','2.0','1','2.0','4.927111373475008','731313','0.16'
'3','0.0','0','6','2.0','2','3.0','0','731313','0.25'
'3','1.5390925771989423','1','23','0','1','0','0','731313','0.27'
'2','6.7581923467436384','1','8','0','3','0','0','727690','149.98'
'1','46.21107714860516','1','9','0','3','0','0','727690','104.00'
'2','9.542813815614284','1','11','0','1','0','0','727690','9.98'
'4','52.25811719129422','0','16','0','3','0','0','727690','345.00'
'4','1.0830265545109674','1','11','3.0','2','3.0','4.927111373475008','727690','9.00'
'1','2.8138475659443967','1','7','0','2','0','9.863877551020394','727690','19.98'
'1','14.03978936336963','0','11','0','2','0','0','727690','7.00'
'2','14.443118136191526','0','6','0','3','0','0','727690','195.00'
'1','4.180465241128216','1','5','0','2','0','4.927111373475008','727690','39.98'
'1','13.238148206937048','1','25','0','1','0','0','727690','24.99'
'1','15.86261271072251','1','7','0','2','0','0','727690','8.00'
'1','4.601855560080782','1','20','0','1','0','0','727690','6.00'
'2','10.24355908314743','1','21','0','1','0','0','727690','12.00'
'4','1.0830265545109674','1','7','3.0','3','3.0','4.927111373475008','727690','149.99'
'3','0.0','1','10','2.0','2','2.0','0','727690','11.00'
'2','87.12426944224305','1','7','0','3','0','0','727690','403.00'
'3','0.0','1','8','0.0','1','1.0','0','727690','8.99'
'1','2.5492518905910755','1','8','0','2','0','0.9922727272727272','727690','9.98'
'4','157.24017460317458','0','15','0','3','0','0','727690','435.00'
'4','33.060474344227615','1','12','0','2','0','0','727690','8.00'
'3','0.0','1','7','0','2','0','0','727690','69.00'
'3','17.875966372314828','0','7','0','3','0','0','727690','107.00'
'1','22.14529396710721','1','7','0','2','0','0','727690','8.00'
'1','2010.2477672550608','0','15','0','2','0','0','727690','214.00'
'1','9.717973479373544','1','17','0','1','0','0','727690','16.00'
'1','8.478689143402724','1','7','0','1','0','0','727690','2.00'
'1','968.587024045901','1','25','1.0','1','1.0','0','727690','39.98'
'2','15.259609382003978','1','9','0','3','0','38.983390804597704','727690','99.99'
'5','95.17865182610534','1','7','0.0','3','0.0','0','727690','371.00'
'0','2395.078986005061','1','6','0','3','0','0','727690','5070.00'
'1','29.923793237470267','0','12','0','2','0','0','727690','21.99'
'4','51.41384747471954','1','11','3.0','2','4.0','4.927111373475008','727690','7.00'
'3','143.38173247525543','1','6','0','3','0','0','727690','1787.00'
'1','6.3746789786584905','1','6','0','2','0','0','727690','14.98'
'2','6.423128628832757','1','13','0','1','0','0','727690','4.98'
'2','2.0148501797678353','1','15','0','1','0','0','727690','4.99'
'1','0.0','1','12','1.0','1','1.0','0','727690','4.99'
'3','8.528231764742829','1','9','0','3','0','0','727690','199.98'
'1','2.2899205344352755','1','7','0','2','0','9.863877551020394','727690','9.98'
'6','24.40239257824342','1','9','5.0','1','5.0','0','727690','4.99'
'1','73.53933145983369','1','20','0','2','0','0','727690','189.00'
'1','12.865886170280085','0','9','0','2','0','0','727690','49.98'
'1','1.2554405977972993','1','5','0','1','0','4.922266666666663','727690','3.00'
